ticket_id,status,status_group,priority,source,topic,product_group,support_level,agent_group,agent_name,country,latitude,longitude,created_at,created_date,year_month,created_year,created_month_number,created_month_name,created_quarter,created_day_name,expected_first_response_at,first_response_at,response_target_minutes,first_response_minutes,source_response_sla_status,calculated_response_sla_status,response_sla_breached,expected_resolution_at,resolution_at,resolution_target_hours,resolution_hours,source_resolution_sla_status,calculated_resolution_sla_status,resolution_sla_breached,closed_at,closure_hours,agent_interactions,survey_score,is_active_backlog,is_completed,active_overdue,backlog_age_days,invalid_response_timestamp,response_sla_label_mismatch,resolution_sla_label_mismatch,data_quality_issue,agent_id
1604,In progress,Active,High,Email,Product setup,Custom software development,Tier 1,1st line support,Sheela Cutten,Poland,52.536273,19.050639,2023-03-15 03:33:55.000000,2023-03-15,2023-03,2023,3,March,Q1,Wednesday,2023-03-15 04:33:55.000000,2023-03-15 03:48:41.194000,60.0,14.77,Within SLA,Within SLA,False,2023-03-17 03:33:55.000000,,48.0,,SLA Violated,SLA Violated,True,,,9.0,,True,False,True,295.09,False,False,False,None,AG005
1605,Closed,Completed,High,Phone,Product setup,Custom software development,Tier 1,1st line support,Bernard Beckley,Poland,52.536273,19.050639,2023-03-15 10:58:56.000000,2023-03-15,2023-03,2023,3,March,Q1,Wednesday,2023-03-15 11:00:56.000000,2023-03-15 11:04:40.382000,2.0,5.74,SLA Violated,SLA Violated,True,2023-03-17 10:58:56.000000,2023-03-16 02:19:16.651000,48.0,15.34,Within SLA,Within SLA,False,2023-03-17 08:48:12.345000,45.82,5.0,3.0,False,True,False,0.0,False,False,False,None,AG001
1606,Resolved,Completed,High,Chat,Bug report,Custom software development,Tier 1,1st line support,Bernard Beckley,Italy,43.036776,12.678565,2023-03-15 12:11:12.000000,2023-03-15,2023-03,2023,3,March,Q1,Wednesday,2023-03-15 12:13:12.000000,2023-03-15 12:12:32.332000,2.0,1.34,Within SLA,Within SLA,False,2023-03-16 12:11:12.000000,2023-03-16 03:56:25.119000,24.0,15.75,Within SLA,Within SLA,False,,,3.0,,False,True,False,0.0,False,False,False,None,AG001
1607,Closed,Completed,Low,Email,Pricing and licensing,Custom software development,Tier 1,1st line support,Bernard Beckley,Germany,51.165691,10.451526,2023-03-15 16:08:07.000000,2023-03-15,2023-03,2023,3,March,Q1,Wednesday,2023-03-15 17:08:07.000000,2023-03-15 16:37:57.647000,60.0,29.84,Within SLA,Within SLA,False,2023-03-17 16:08:07.000000,2023-03-17 09:02:37.177000,48.0,40.91,Within SLA,Within SLA,False,2023-03-19 05:52:28.971000,85.74,9.0,2.0,False,True,False,0.0,False,False,False,None,AG001
1608,Closed,Completed,High,Email,Product setup,Ready to use Software,Tier 1,1st line support,Nicola Wane,Austria,47.6964719,13.3457347,2023-03-16 17:09:22.000000,2023-03-16,2023-03,2023,3,March,Q1,Thursday,2023-03-16 18:09:22.000000,2023-03-16 17:58:35.476000,60.0,49.22,Within SLA,Within SLA,False,2023-03-18 17:09:22.000000,2023-03-18 00:10:52.779000,48.0,31.03,Within SLA,Within SLA,False,2023-03-19 05:58:33.343000,60.82,1.0,1.0,False,True,False,0.0,False,False,False,None,AG004
1609,Resolved,Completed,Medium,Chat,Pricing and licensing,Training and Consulting Services,Tier 1,1st line support,Sheela Cutten,Slovenia,46.1491664,14.9860106,2023-03-16 20:58:03.000000,2023-03-16,2023-03,2023,3,March,Q1,Thursday,2023-03-16 21:00:03.000000,2023-03-16 20:58:16.780000,2.0,0.23,Within SLA,Within SLA,False,2023-03-17 20:58:03.000000,2023-03-17 06:49:58.096000,24.0,9.87,Within SLA,Within SLA,False,,,6.0,,False,True,False,0.0,False,False,False,None,AG005
1610,Closed,Completed,Low,Chat,Pricing and licensing,Ready to use Software,Tier 1,1st line support,Kristos Westoll,France,48.864716,2.349014,2023-03-16 04:46:12.000000,2023-03-16,2023-03,2023,3,March,Q1,Thursday,2023-03-16 04:48:12.000000,2023-03-16 04:46:27.828000,2.0,0.26,Within SLA,Within SLA,False,2023-03-17 04:46:12.000000,2023-03-16 12:23:46.602000,24.0,7.63,Within SLA,Within SLA,False,2023-03-19 16:08:47.925000,83.38,8.0,3.0,False,True,False,0.0,False,False,False,None,AG003
1611,Closed,Completed,High,Email,Purchasing and invoicing,Custom software development,Tier 1,1st line support,Kristos Westoll,Italy,43.036776,12.678565,2023-03-16 18:51:53.000000,2023-03-16,2023-03,2023,3,March,Q1,Thursday,2023-03-16 19:51:53.000000,2023-03-16 19:21:33.880000,60.0,29.68,Within SLA,Within SLA,False,2023-03-18 18:51:53.000000,2023-03-17 05:58:32.335000,48.0,11.11,Within SLA,Within SLA,False,2023-03-23 06:20:21.666000,155.47,9.0,3.0,False,True,False,0.0,False,False,False,None,AG003
1612,Resolved,Completed,High,Chat,Bug report,Custom software development,Tier 1,1st line support,Connor Danielovitch,United Kingdom,55.378052,-3.435973,2023-03-16 02:30:07.000000,2023-03-16,2023-03,2023,3,March,Q1,Thursday,2023-03-16 02:32:07.000000,2023-03-16 02:31:43.191000,2.0,1.6,Within SLA,Within SLA,False,2023-03-17 02:30:07.000000,2023-03-16 09:24:10.161000,24.0,6.9,Within SLA,Within SLA,False,,,4.0,,False,True,False,0.0,False,False,False,None,AG002
1613,Closed,Completed,Medium,Chat,Product setup,Ready to use Software,Tier 1,1st line support,Connor Danielovitch,Bulgaria,42.7249925,25.4833039,2023-03-16 15:56:22.000000,2023-03-16,2023-03,2023,3,March,Q1,Thursday,2023-03-16 15:58:22.000000,2023-03-16 15:56:36.025000,2.0,0.23,Within SLA,Within SLA,False,2023-03-17 15:56:22.000000,2023-03-17 03:32:42.529000,24.0,11.61,Within SLA,Within SLA,False,2023-03-19 08:11:35.201000,64.25,4.0,4.0,False,True,False,0.0,False,False,False,None,AG002
1614,Resolved,Completed,High,Email,Bug report,Custom software development,Tier 1,1st line support,Sheela Cutten,France,48.864716,2.349014,2023-03-16 18:30:18.000000,2023-03-16,2023-03,2023,3,March,Q1,Thursday,2023-03-16 19:30:18.000000,2023-03-16 21:29:31.442000,60.0,179.22,SLA Violated,SLA Violated,True,2023-03-18 18:30:18.000000,2023-03-17 12:24:43.722000,48.0,17.91,Within SLA,Within SLA,False,,,2.0,,False,True,False,0.0,False,False,False,None,AG005
1615,Closed,Completed,Medium,Email,Training request,Training and Consulting Services,Tier 1,1st line support,Connor Danielovitch,Italy,43.036776,12.678565,2023-03-16 13:15:46.000000,2023-03-16,2023-03,2023,3,March,Q1,Thursday,2023-03-16 14:15:46.000000,2023-03-16 13:16:49.141000,60.0,1.05,Within SLA,Within SLA,False,2023-03-18 13:15:46.000000,2023-03-17 20:06:43.772000,48.0,30.85,Within SLA,Within SLA,False,2023-03-21 22:32:53.402000,129.29,1.0,5.0,False,True,False,0.0,False,False,False,None,AG002
1616,Resolved,Completed,Low,Email,Pricing and licensing,Ready to use Software,Tier 1,1st line support,Sheela Cutten,Austria,47.6964719,13.3457347,2023-03-16 06:25:19.000000,2023-03-16,2023-03,2023,3,March,Q1,Thursday,2023-03-16 07:25:19.000000,2023-03-16 06:26:38.518000,60.0,1.33,Within SLA,Within SLA,False,2023-03-18 06:25:19.000000,2023-03-16 09:04:16.819000,48.0,2.65,Within SLA,Within SLA,False,,,1.0,,False,True,False,0.0,False,False,False,None,AG005
1617,Resolved,Completed,Medium,Email,Product setup,Ready to use Software,Tier 1,1st line support,Sheela Cutten,Republic of Ireland,53.094024,-8.019675,2023-03-16 12:36:44.000000,2023-03-16,2023-03,2023,3,March,Q1,Thursday,2023-03-16 13:36:44.000000,2023-03-16 12:49:57.352000,60.0,13.22,Within SLA,Within SLA,False,2023-03-18 12:36:44.000000,2023-03-16 23:25:32.822000,48.0,10.81,Within SLA,Within SLA,False,,,1.0,,False,True,False,0.0,False,False,False,None,AG005
1618,Closed,Completed,Medium,Email,Product setup,Ready to use Software,Tier 1,1st line support,Bernard Beckley,Italy,43.036776,12.678565,2023-03-17 02:32:50.000000,2023-03-17,2023-03,2023,3,March,Q1,Friday,2023-03-17 03:32:50.000000,2023-03-17 03:00:06.723000,60.0,27.28,Within SLA,Within SLA,False,2023-03-19 02:32:50.000000,2023-03-22 03:02:30.497000,48.0,120.49,SLA Violated,SLA Violated,True,2023-03-24 01:48:54.840000,167.27,6.0,5.0,False,True,False,0.0,False,False,False,None,AG001
1619,Resolved,Completed,Low,Email,Product setup,Other,Tier 1,1st line support,Kristos Westoll,Austria,47.6964719,13.3457347,2023-03-17 10:58:28.000000,2023-03-17,2023-03,2023,3,March,Q1,Friday,2023-03-17 11:58:28.000000,2023-03-17 11:04:56.385000,60.0,6.47,Within SLA,Within SLA,False,2023-03-19 10:58:28.000000,2023-03-23 00:12:07.025000,48.0,133.23,SLA Violated,SLA Violated,True,,,6.0,,False,True,False,0.0,False,False,False,None,AG003
1626,Resolved,Completed,High,Email,Feature request,Ready to use Software,Tier 1,1st line support,Nicola Wane,Germany,51.165691,10.451526,2023-03-18 00:21:14.000000,2023-03-18,2023-03,2023,3,March,Q1,Saturday,2023-03-18 01:21:14.000000,2023-03-18 00:33:52.288000,60.0,12.64,Within SLA,Within SLA,False,2023-03-20 00:21:14.000000,2023-03-18 14:39:42.480000,48.0,14.31,Within SLA,Within SLA,False,,,2.0,,False,True,False,0.0,False,False,False,None,AG004
1627,Closed,Completed,Low,Email,Product setup,Training and Consulting Services,Tier 1,1st line support,Sheela Cutten,Bulgaria,42.7249925,25.4833039,2023-03-18 06:34:51.000000,2023-03-18,2023-03,2023,3,March,Q1,Saturday,2023-03-18 07:34:51.000000,2023-03-18 07:05:21.150000,60.0,30.5,Within SLA,Within SLA,False,2023-03-20 06:34:51.000000,2023-03-20 05:12:27.660000,48.0,46.63,Within SLA,Within SLA,False,2023-03-21 02:40:49.149000,68.1,2.0,4.0,False,True,False,0.0,False,False,False,None,AG005
1628,Resolved,Completed,High,Email,Bug report,Ready to use Software,Tier 1,1st line support,Sheela Cutten,Czech Republic,49.8037633,15.4749126,2023-03-18 08:08:35.000000,2023-03-18,2023-03,2023,3,March,Q1,Saturday,2023-03-18 09:08:35.000000,2023-03-18 09:00:07.414000,60.0,51.54,Within SLA,Within SLA,False,2023-03-20 08:08:35.000000,2023-03-20 04:11:32.390000,48.0,44.05,Within SLA,Within SLA,False,,,7.0,,False,True,False,0.0,False,False,False,None,AG005
1629,Closed,Completed,Low,Chat,Feature request,Custom software development,Tier 1,1st line support,Bernard Beckley,Slovenia,46.1491664,14.9860106,2023-03-18 23:00:11.000000,2023-03-18,2023-03,2023,3,March,Q1,Saturday,2023-03-18 23:02:11.000000,2023-03-18 23:01:33.995000,2.0,1.38,Within SLA,Within SLA,False,2023-03-19 23:00:11.000000,2023-03-19 08:24:56.256000,24.0,9.41,Within SLA,Within SLA,False,2023-03-25 02:09:45.781000,147.16,6.0,4.0,False,True,False,0.0,False,False,False,None,AG001
1630,Resolved,Completed,Low,Phone,Feature request,Ready to use Software,Tier 1,1st line support,Sheela Cutten,Slovenia,46.1491664,14.9860106,2023-03-18 08:59:42.000000,2023-03-18,2023-03,2023,3,March,Q1,Saturday,2023-03-18 09:01:42.000000,2023-03-18 09:01:39.934000,2.0,1.97,Within SLA,Within SLA,False,2023-03-20 08:59:42.000000,2023-03-18 15:41:58.960000,48.0,6.7,Within SLA,Within SLA,False,,,2.0,,False,True,False,0.0,False,False,False,None,AG005
1631,In progress,Active,Low,Phone,Product setup,Ready to use Software,Tier 1,1st line support,Connor Danielovitch,Poland,52.536273,19.050639,2023-03-19 18:00:21.000000,2023-03-19,2023-03,2023,3,March,Q1,Sunday,2023-03-19 18:02:21.000000,2023-03-19 18:04:12.913000,2.0,3.87,SLA Violated,SLA Violated,True,2023-03-21 18:00:21.000000,,48.0,,SLA Violated,SLA Violated,True,,,1.0,,True,False,True,290.49,False,False,False,None,AG002
1632,Resolved,Completed,Low,Email,Feature request,Custom software development,Tier 1,1st line support,Sheela Cutten,Germany,51.165691,10.451526,2023-03-19 21:00:31.000000,2023-03-19,2023-03,2023,3,March,Q1,Sunday,2023-03-19 22:00:31.000000,2023-03-20 01:55:47.901000,60.0,295.28,SLA Violated,SLA Violated,True,2023-03-21 21:00:31.000000,2023-03-21 13:11:42.073000,48.0,40.19,Within SLA,Within SLA,False,,,2.0,,False,True,False,0.0,False,False,False,None,AG005
1633,Closed,Completed,High,Email,Purchasing and invoicing,Training and Consulting Services,Tier 1,1st line support,Kristos Westoll,United Kingdom,55.378052,-3.435973,2023-03-19 14:00:56.000000,2023-03-19,2023-03,2023,3,March,Q1,Sunday,2023-03-19 15:00:56.000000,2023-03-19 14:44:57.403000,60.0,44.02,Within SLA,Within SLA,False,2023-03-21 14:00:56.000000,2023-03-20 12:31:49.433000,48.0,22.51,Within SLA,Within SLA,False,2023-03-22 21:20:44.488000,79.33,4.0,5.0,False,True,False,0.0,False,False,False,None,AG003
1634,Closed,Completed,Medium,Chat,Other,Ready to use Software,Tier 1,1st line support,Sheela Cutten,Bulgaria,42.7249925,25.4833039,2023-03-19 22:55:52.000000,2023-03-19,2023-03,2023,3,March,Q1,Sunday,2023-03-19 22:57:52.000000,2023-03-19 23:00:30.437000,2.0,4.64,SLA Violated,SLA Violated,True,2023-03-20 22:55:52.000000,2023-03-21 06:46:47.234000,24.0,31.85,SLA Violated,SLA Violated,True,2023-03-21 22:25:45.004000,47.5,6.0,4.0,False,True,False,0.0,False,False,False,None,AG005
1635,Closed,Completed,Medium,Email,Pricing and licensing,Ready to use Software,Tier 1,1st line support,Sheela Cutten,Greece,39.368279,21.863141,2023-03-19 22:09:59.000000,2023-03-19,2023-03,2023,3,March,Q1,Sunday,2023-03-19 23:09:59.000000,2023-03-19 22:28:36.863000,60.0,18.63,Within SLA,Within SLA,False,2023-03-21 22:09:59.000000,2023-03-20 11:03:42.510000,48.0,12.9,Within SLA,Within SLA,False,2023-03-22 04:18:02.024000,54.13,5.0,5.0,False,True,False,0.0,False,False,False,None,AG005
1636,Closed,Completed,Low,Chat,Product setup,Custom software development,Tier 1,1st line support,Connor Danielovitch,Greece,39.368279,21.863141,2023-03-19 22:50:17.000000,2023-03-19,2023-03,2023,3,March,Q1,Sunday,2023-03-19 22:52:17.000000,2023-03-19 22:50:35.148000,2.0,0.3,Within SLA,Within SLA,False,2023-03-20 22:50:17.000000,2023-03-20 17:39:07.038000,24.0,18.81,Within SLA,Within SLA,False,2023-03-24 19:58:48.694000,117.14,5.0,3.0,False,True,False,0.0,False,False,False,None,AG002
1637,In progress,Active,Low,Phone,Product setup,Custom software development,Tier 1,1st line support,Connor Danielovitch,Italy,43.036776,12.678565,2023-03-19 12:53:48.000000,2023-03-19,2023-03,2023,3,March,Q1,Sunday,2023-03-19 12:55:48.000000,2023-03-19 12:59:45.144000,2.0,5.95,SLA Violated,SLA Violated,True,2023-03-21 12:53:48.000000,,48.0,,SLA Violated,SLA Violated,True,,,3.0,,True,False,True,290.7,False,False,False,None,AG002
1638,Closed,Completed,Medium,Email,Feature request,Ready to use Software,Tier 1,1st line support,Nicola Wane,Poland,52.536273,19.050639,2023-03-20 13:23:05.000000,2023-03-20,2023-03,2023,3,March,Q1,Monday,2023-03-20 14:23:05.000000,2023-03-20 14:05:28.060000,60.0,42.38,Within SLA,Within SLA,False,2023-03-22 13:23:05.000000,2023-03-22 08:53:29.426000,48.0,43.51,Within SLA,Within SLA,False,2023-03-26 10:19:09.243000,140.93,2.0,3.0,False,True,False,0.0,False,False,False,None,AG004
1639,In progress,Active,Low,Email,Feature request,Other,Tier 2,2nd line support,Adolpho Messingham,Germany,51.165691,10.451526,2023-03-20 19:10:24.000000,2023-03-20,2023-03,2023,3,March,Q1,Monday,2023-03-20 20:10:24.000000,2023-03-20 19:28:28.082000,60.0,18.07,Within SLA,Within SLA,False,2023-03-22 19:10:24.000000,,48.0,,SLA Violated,SLA Violated,True,,,1.0,,True,False,True,289.44,False,False,False,None,AG006
1640,Resolved,Completed,High,Phone,Product setup,Custom software development,Tier 1,1st line support,Connor Danielovitch,Slovenia,46.1491664,14.9860106,2023-03-20 07:20:34.000000,2023-03-20,2023-03,2023,3,March,Q1,Monday,2023-03-20 07:22:34.000000,2023-03-20 07:21:27.226000,2.0,0.89,Within SLA,Within SLA,False,2023-03-22 07:20:34.000000,2023-03-20 17:57:46.341000,48.0,10.62,Within SLA,Within SLA,False,,,3.0,,False,True,False,0.0,False,False,False,None,AG002
1641,Resolved,Completed,Medium,Email,Product setup,Other,Tier 1,1st line support,Kristos Westoll,Slovenia,46.1491664,14.9860106,2023-03-20 22:27:49.000000,2023-03-20,2023-03,2023,3,March,Q1,Monday,2023-03-20 23:27:49.000000,2023-03-20 22:37:30.389000,60.0,9.69,Within SLA,Within SLA,False,2023-03-22 22:27:49.000000,2023-03-21 12:54:25.015000,48.0,14.44,Within SLA,Within SLA,False,,,10.0,,False,True,False,0.0,False,False,False,None,AG003
1642,Closed,Completed,Low,Phone,Product setup,Training and Consulting Services,Tier 2,2nd line support,Adolpho Messingham,United Kingdom,55.378052,-3.435973,2023-03-20 16:27:35.000000,2023-03-20,2023-03,2023,3,March,Q1,Monday,2023-03-20 16:29:35.000000,2023-03-20 16:28:37.582000,2.0,1.04,Within SLA,Within SLA,False,2023-03-22 16:27:35.000000,2023-03-22 03:58:27.124000,48.0,35.51,Within SLA,Within SLA,False,2023-03-21 11:47:51.601000,19.34,3.0,2.0,False,True,False,0.0,False,False,False,None,AG006
1643,Closed,Completed,Low,Chat,Product setup,Custom software development,Tier 1,1st line support,Bernard Beckley,Spain,39.67337,-4.767726,2023-03-20 21:49:15.000000,2023-03-20,2023-03,2023,3,March,Q1,Monday,2023-03-20 21:51:15.000000,2023-03-20 21:49:18.243000,2.0,0.05,Within SLA,Within SLA,False,2023-03-21 21:49:15.000000,2023-03-21 18:09:34.269000,24.0,20.34,Within SLA,Within SLA,False,2023-03-27 02:31:49.859000,148.71,6.0,3.0,False,True,False,0.0,False,False,False,None,AG001
1644,Closed,Completed,Low,Email,Feature request,Other,Tier 1,1st line support,Sheela Cutten,Spain,39.67337,-4.767726,2023-03-20 01:25:09.000000,2023-03-20,2023-03,2023,3,March,Q1,Monday,2023-03-20 02:25:09.000000,2023-03-20 02:23:01.777000,60.0,57.88,Within SLA,Within SLA,False,2023-03-22 01:25:09.000000,2023-03-21 21:04:22.862000,48.0,43.65,Within SLA,Within SLA,False,2023-03-23 12:14:20.275000,82.82,2.0,3.0,False,True,False,0.0,False,False,False,None,AG005
1645,Closed,Completed,Medium,Email,Bug report,Ready to use Software,Tier 1,1st line support,Connor Danielovitch,United Kingdom,55.378052,-3.435973,2023-03-20 18:36:23.000000,2023-03-20,2023-03,2023,3,March,Q1,Monday,2023-03-20 19:36:23.000000,2023-03-20 19:32:38.909000,60.0,56.27,Within SLA,Within SLA,False,2023-03-22 18:36:23.000000,2023-03-20 19:28:53.303000,48.0,0.88,Within SLA,Within SLA,False,2023-03-25 11:04:25.169000,112.47,5.0,4.0,False,True,False,0.0,False,False,False,None,AG002
1646,Closed,Completed,Low,Email,Purchasing and invoicing,Custom software development,Tier 1,1st line support,Sheela Cutten,France,48.864716,2.349014,2023-03-21 19:11:31.000000,2023-03-21,2023-03,2023,3,March,Q1,Tuesday,2023-03-21 20:11:31.000000,2023-03-21 20:10:44.568000,60.0,59.23,Within SLA,Within SLA,False,2023-03-23 19:11:31.000000,2023-03-23 13:08:32.247000,48.0,41.95,Within SLA,Within SLA,False,2023-03-25 01:06:59.698000,77.92,1.0,3.0,False,True,False,0.0,False,False,False,None,AG005
1647,Closed,Completed,Low,Chat,Feature request,Ready to use Software,Tier 2,2nd line support,Michele Whyatt,Poland,52.536273,19.050639,2023-03-21 00:03:07.000000,2023-03-21,2023-03,2023,3,March,Q1,Tuesday,2023-03-21 00:05:07.000000,2023-03-21 00:03:37.789000,2.0,0.51,Within SLA,Within SLA,False,2023-03-22 00:03:07.000000,2023-03-21 14:27:49.171000,24.0,14.41,Within SLA,Within SLA,False,2023-03-21 20:08:10.747000,20.08,6.0,3.0,False,True,False,0.0,False,False,False,None,AG008
1648,Closed,Completed,High,Phone,Product setup,Ready to use Software,Tier 2,2nd line support,Heather Urry,Germany,51.165691,10.451526,2023-03-21 08:43:34.000000,2023-03-21,2023-03,2023,3,March,Q1,Tuesday,2023-03-21 08:45:34.000000,2023-03-21 08:43:51.873000,2.0,0.3,Within SLA,Within SLA,False,2023-03-23 08:43:34.000000,2023-03-26 13:07:36.176000,48.0,124.4,SLA Violated,SLA Violated,True,2023-03-27 16:18:22.233000,151.58,3.0,4.0,False,True,False,0.0,False,False,False,None,AG007
1649,Resolved,Completed,Low,Chat,Training request,Training and Consulting Services,Tier 1,1st line support,Kristos Westoll,Italy,43.036776,12.678565,2023-03-21 10:42:02.000000,2023-03-21,2023-03,2023,3,March,Q1,Tuesday,2023-03-21 10:44:02.000000,2023-03-21 10:44:07.589000,2.0,2.09,SLA Violated,SLA Violated,True,2023-03-22 10:42:02.000000,2023-03-22 10:23:14.420000,24.0,23.69,Within SLA,Within SLA,False,,,9.0,,False,True,False,0.0,False,False,False,None,AG003
1650,In progress,Active,Medium,Email,Other,Ready to use Software,Tier 1,1st line support,Bernard Beckley,France,48.864716,2.349014,2023-03-22 04:26:56.000000,2023-03-22,2023-03,2023,3,March,Q1,Wednesday,2023-03-22 05:26:56.000000,2023-03-22 05:00:29.936000,60.0,33.57,Within SLA,Within SLA,False,2023-03-24 04:26:56.000000,,48.0,,SLA Violated,SLA Violated,True,,,2.0,,True,False,True,288.05,False,False,False,None,AG001
1651,Resolved,Completed,Low,Email,Feature request,Other,Tier 1,1st line support,Bernard Beckley,Greece,39.368279,21.863141,2023-03-22 00:13:36.000000,2023-03-22,2023-03,2023,3,March,Q1,Wednesday,2023-03-22 01:13:36.000000,2023-03-22 00:53:11.162000,60.0,39.59,Within SLA,Within SLA,False,2023-03-24 00:13:36.000000,2023-03-23 02:09:22.763000,48.0,25.93,Within SLA,Within SLA,False,,,6.0,,False,True,False,0.0,False,False,False,None,AG001
1652,Closed,Completed,Medium,Chat,Feature request,Custom software development,Tier 2,2nd line support,Heather Urry,Austria,47.6964719,13.3457347,2023-03-22 05:00:47.000000,2023-03-22,2023-03,2023,3,March,Q1,Wednesday,2023-03-22 05:02:47.000000,2023-03-22 05:02:37.453000,2.0,1.84,Within SLA,Within SLA,False,2023-03-23 05:00:47.000000,2023-03-22 14:19:01.928000,24.0,9.3,Within SLA,Within SLA,False,2023-03-27 22:56:13.924000,137.92,6.0,3.0,False,True,False,0.0,False,False,False,None,AG007
1653,Resolved,Completed,Medium,Email,Product setup,Training and Consulting Services,Tier 1,1st line support,Nicola Wane,Greece,39.368279,21.863141,2023-03-22 01:30:24.000000,2023-03-22,2023-03,2023,3,March,Q1,Wednesday,2023-03-22 02:30:24.000000,2023-03-22 02:17:00.818000,60.0,46.61,Within SLA,Within SLA,False,2023-03-24 01:30:24.000000,2023-03-22 05:08:56.316000,48.0,3.64,Within SLA,Within SLA,False,,,2.0,,False,True,False,0.0,False,False,False,None,AG004
1654,Closed,Completed,High,Email,Product setup,Custom software development,Tier 2,2nd line support,Heather Urry,United Kingdom,55.378052,-3.435973,2023-03-22 07:55:34.000000,2023-03-22,2023-03,2023,3,March,Q1,Wednesday,2023-03-22 08:55:34.000000,2023-03-22 08:43:58.021000,60.0,48.4,Within SLA,Within SLA,False,2023-03-24 07:55:34.000000,2023-03-23 12:08:02.697000,48.0,28.21,Within SLA,Within SLA,False,2023-03-26 09:47:14.007000,97.86,8.0,2.0,False,True,False,0.0,False,False,False,None,AG007
1655,Closed,Completed,Low,Email,Product setup,Custom software development,Tier 1,1st line support,Connor Danielovitch,Slovenia,46.1491664,14.9860106,2023-03-22 18:21:14.000000,2023-03-22,2023-03,2023,3,March,Q1,Wednesday,2023-03-22 19:21:14.000000,2023-03-22 23:06:14.951000,60.0,285.02,SLA Violated,SLA Violated,True,2023-03-24 18:21:14.000000,2023-03-23 10:11:34.410000,48.0,15.84,Within SLA,Within SLA,False,2023-03-28 09:44:24.901000,135.39,3.0,4.0,False,True,False,0.0,False,False,False,None,AG002
1656,Closed,Completed,Low,Email,Product setup,Ready to use Software,Tier 2,2nd line support,Adolpho Messingham,Bulgaria,42.7249925,25.4833039,2023-03-23 06:03:44.000000,2023-03-23,2023-03,2023,3,March,Q1,Thursday,2023-03-23 07:03:44.000000,2023-03-23 06:50:19.124000,60.0,46.59,Within SLA,Within SLA,False,2023-03-25 06:03:44.000000,2023-03-26 03:52:10.249000,48.0,69.81,SLA Violated,SLA Violated,True,2023-03-27 05:44:59.781000,95.69,6.0,5.0,False,True,False,0.0,False,False,False,None,AG006
1657,Closed,Completed,Medium,Phone,Bug report,Ready to use Software,Tier 1,1st line support,Nicola Wane,Spain,39.67337,-4.767726,2023-03-23 13:40:59.000000,2023-03-23,2023-03,2023,3,March,Q1,Thursday,2023-03-23 13:42:59.000000,2023-03-23 13:42:29.416000,2.0,1.51,Within SLA,Within SLA,False,2023-03-25 13:40:59.000000,2023-03-24 09:24:48.322000,48.0,19.73,Within SLA,Within SLA,False,2023-03-26 12:44:13.548000,71.05,4.0,5.0,False,True,False,0.0,False,False,False,None,AG004
1658,Closed,Completed,High,Email,Other,Custom software development,Tier 1,1st line support,Nicola Wane,United Kingdom,55.378052,-3.435973,2023-03-23 13:58:43.000000,2023-03-23,2023-03,2023,3,March,Q1,Thursday,2023-03-23 14:58:43.000000,2023-03-23 14:27:28.381000,60.0,28.76,Within SLA,Within SLA,False,2023-03-25 13:58:43.000000,2023-03-25 10:50:46.513000,48.0,44.87,Within SLA,Within SLA,False,2023-03-24 10:57:00.137000,20.97,1.0,4.0,False,True,False,0.0,False,False,False,None,AG004
1659,Resolved,Completed,Low,Email,Bug report,Training and Consulting Services,Tier 2,2nd line support,Adolpho Messingham,Greece,39.368279,21.863141,2023-03-23 14:27:04.000000,2023-03-23,2023-03,2023,3,March,Q1,Thursday,2023-03-23 15:27:04.000000,2023-03-23 15:26:05.990000,60.0,59.03,Within SLA,Within SLA,False,2023-03-25 14:27:04.000000,2023-03-25 11:18:47.843000,48.0,44.86,Within SLA,Within SLA,False,,,10.0,,False,True,False,0.0,False,False,False,None,AG006
1660,In progress,Active,Low,Email,Feature request,Other,Tier 2,2nd line support,Michele Whyatt,Italy,43.036776,12.678565,2023-03-23 22:39:46.000000,2023-03-23,2023-03,2023,3,March,Q1,Thursday,2023-03-23 23:39:46.000000,2023-03-23 23:30:11.964000,60.0,50.43,Within SLA,Within SLA,False,2023-03-25 22:39:46.000000,,48.0,,SLA Violated,SLA Violated,True,,,8.0,,True,False,True,286.29,False,False,False,None,AG008
1661,Closed,Completed,Medium,Chat,Pricing and licensing,Training and Consulting Services,Tier 1,1st line support,Bernard Beckley,Italy,43.036776,12.678565,2023-03-23 05:03:29.000000,2023-03-23,2023-03,2023,3,March,Q1,Thursday,2023-03-23 05:05:29.000000,2023-03-23 05:05:06.307000,2.0,1.62,Within SLA,Within SLA,False,2023-03-24 05:03:29.000000,2023-03-24 04:33:05.883000,24.0,23.49,Within SLA,Within SLA,False,2023-03-25 12:11:32.025000,55.13,3.0,3.0,False,True,False,0.0,False,False,False,None,AG001
1665,Resolved,Completed,Medium,Email,Feature request,Custom software development,Tier 1,1st line support,Nicola Wane,France,48.864716,2.349014,2023-03-24 07:33:22.000000,2023-03-24,2023-03,2023,3,March,Q1,Friday,2023-03-24 08:33:22.000000,2023-03-24 08:02:14.755000,60.0,28.88,Within SLA,Within SLA,False,2023-03-26 07:33:22.000000,2023-03-25 12:21:56.021000,48.0,28.81,Within SLA,Within SLA,False,,,3.0,,False,True,False,0.0,False,False,False,None,AG004
